gName,gpID,NomCircuit,gDate,gLaps,gRank,url_GP
United States Grand Prix,196,Watkins Glen,1970-10-04 00:00:00,108,12,https://en.wikipedia.org/wiki/1970_United_States_Grand_Prix
Mexican Grand Prix,197,Autódromo Hermanos Rodríguez,1970-10-25 00:00:00,65,13,https://en.wikipedia.org/wiki/1970_Mexican_Grand_Prix
South African Grand Prix,198,Kyalami,1971-03-06 00:00:00,79,1,https://en.wikipedia.org/wiki/1971_South_African_Grand_Prix
Spanish Grand Prix,199,Montjuïc,1971-04-18 00:00:00,75,2,https://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix
Monaco Grand Prix,200,Circuit de Monaco,1971-05-23 00:00:00,80,3,https://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix
Dutch Grand Prix,201,Circuit Park Zandvoort,1971-06-20 00:00:00,70,4,https://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix
French Grand Prix,202,Circuit Paul Ricard,1971-07-04 00:00:00,55,5,https://en.wikipedia.org/wiki/1971_French_Grand_Prix
British Grand Prix,203,Silverstone Circuit,1971-07-17 00:00:00,68,6,https://en.wikipedia.org/wiki/1971_British_Grand_Prix
German Grand Prix,204,Nürburgring,1971-08-01 00:00:00,12,7,https://en.wikipedia.org/wiki/1971_German_Grand_Prix
Austrian Grand Prix,205,Red Bull Ring,1971-08-15 00:00:00,54,8,https://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix
Italian Grand Prix,206,Autodromo Nazionale di Monza,1971-09-05 00:00:00,55,9,https://en.wikipedia.org/wiki/1971_Italian_Grand_Prix
Canadian Grand Prix,207,Mosport International Raceway,1971-09-19 00:00:00,64,10,https://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix
United States Grand Prix,208,Watkins Glen,1971-10-03 00:00:00,59,11,https://en.wikipedia.org/wiki/1971_United_States_Grand_Prix
Argentine Grand Prix,209,Autódromo Juan y Oscar Gálvez,1972-01-23 00:00:00,95,1,https://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix
South African Grand Prix,210,Kyalami,1972-03-04 00:00:00,79,2,https://en.wikipedia.org/wiki/1972_South_African_Grand_Prix
Spanish Grand Prix,211,Jarama,1972-05-01 00:00:00,90,3,https://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix
Monaco Grand Prix,212,Circuit de Monaco,1972-05-14 00:00:00,80,4,https://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix
Belgian Grand Prix,213,Nivelles-Baulers,1972-06-04 00:00:00,80,5,https://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix
French Grand Prix,214,Charade Circuit,1972-07-02 00:00:00,80,6,https://en.wikipedia.org/wiki/1972_French_Grand_Prix
British Grand Prix,215,Brands Hatch,1972-07-15 00:00:00,80,7,https://en.wikipedia.org/wiki/1972_British_Grand_Prix
German Grand Prix,216,Nürburgring,1972-07-30 00:00:00,14,8,https://en.wikipedia.org/wiki/1972_German_Grand_Prix
Austrian Grand Prix,217,Red Bull Ring,1972-08-13 00:00:00,54,9,https://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix
Italian Grand Prix,218,Autodromo Nazionale di Monza,1972-09-10 00:00:00,54,10,https://en.wikipedia.org/wiki/1972_Italian_Grand_Prix
Canadian Grand Prix,219,Mosport International Raceway,1972-09-24 00:00:00,54,11,https://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix
United States Grand Prix,220,Watkins Glen,1972-10-08 00:00:00,54,12,https://en.wikipedia.org/wiki/1972_United_States_Grand_Prix
Argentine Grand Prix,221,Autódromo Juan y Oscar Gálvez,1973-01-28 00:00:00,96,1,https://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix
Brazilian Grand Prix,222,Autódromo José Carlos Pace,1973-02-11 00:00:00,96,2,https://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix
South African Grand Prix,223,Kyalami,1973-03-03 00:00:00,96,3,https://en.wikipedia.org/wiki/1973_South_African_Grand_Prix
Spanish Grand Prix,224,Montjuïc,1973-04-29 00:00:00,75,4,https://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix
Belgian Grand Prix,225,Zolder,1973-05-20 00:00:00,75,5,https://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix
Monaco Grand Prix,226,Circuit de Monaco,1973-06-03 00:00:00,75,6,https://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix
Swedish Grand Prix,227,Scandinavian Raceway,1973-06-17 00:00:00,80,7,https://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix
French Grand Prix,228,Circuit Paul Ricard,1973-07-01 00:00:00,80,8,https://en.wikipedia.org/wiki/1973_French_Grand_Prix
British Grand Prix,229,Silverstone Circuit,1973-07-14 00:00:00,80,9,https://en.wikipedia.org/wiki/1973_British_Grand_Prix
Dutch Grand Prix,230,Circuit Park Zandvoort,1973-07-29 00:00:00,80,10,https://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix
German Grand Prix,231,Nürburgring,1973-08-05 00:00:00,14,11,https://en.wikipedia.org/wiki/1973_German_Grand_Prix
Austrian Grand Prix,232,Red Bull Ring,1973-08-19 00:00:00,14,12,https://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix
Italian Grand Prix,233,Autodromo Nazionale di Monza,1973-09-09 00:00:00,14,13,https://en.wikipedia.org/wiki/1973_Italian_Grand_Prix
Canadian Grand Prix,234,Mosport International Raceway,1973-09-23 00:00:00,14,14,https://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix
United States Grand Prix,235,Watkins Glen,1973-10-07 00:00:00,59,15,https://en.wikipedia.org/wiki/1973_United_States_Grand_Prix
Argentine Grand Prix,236,Autódromo Juan y Oscar Gálvez,1974-01-13 00:00:00,59,1,https://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix
Brazilian Grand Prix,237,Autódromo José Carlos Pace,1974-01-27 00:00:00,32,2,https://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix
South African Grand Prix,238,Kyalami,1974-03-30 00:00:00,32,3,https://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
Spanish Grand Prix,239,Jarama,1974-04-28 00:00:00,32,4,https://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
Belgian Grand Prix,240,Nivelles-Baulers,1974-05-12 00:00:00,32,5,https://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
Monaco Grand Prix,241,Circuit de Monaco,1974-05-26 00:00:00,32,6,https://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix
Swedish Grand Prix,242,Scandinavian Raceway,1974-06-09 00:00:00,32,7,https://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
Dutch Grand Prix,243,Circuit Park Zandvoort,1974-06-23 00:00:00,32,8,https://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
French Grand Prix,244,Dijon-Prenois,1974-07-07 00:00:00,80,9,https://en.wikipedia.org/wiki/1974_French_Grand_Prix
British Grand Prix,245,Brands Hatch,1974-07-20 00:00:00,80,10,https://en.wikipedia.org/wiki/1974_British_Grand_Prix
German Grand Prix,246,Nürburgring,1974-08-04 00:00:00,80,11,https://en.wikipedia.org/wiki/1974_German_Grand_Prix
Austrian Grand Prix,247,Red Bull Ring,1974-08-18 00:00:00,80,12,https://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix
Italian Grand Prix,248,Autodromo Nazionale di Monza,1974-09-08 00:00:00,52,13,https://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
Canadian Grand Prix,249,Mosport International Raceway,1974-09-22 00:00:00,80,14,https://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
United States Grand Prix,250,Watkins Glen,1974-10-06 00:00:00,80,15,https://en.wikipedia.org/wiki/1974_United_States_Grand_Prix
Argentine Grand Prix,251,Autódromo Juan y Oscar Gálvez,1975-01-12 00:00:00,53,1,https://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix
Brazilian Grand Prix,252,Autódromo José Carlos Pace,1975-01-26 00:00:00,40,2,https://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix
South African Grand Prix,253,Kyalami,1975-03-01 00:00:00,78,3,https://en.wikipedia.org/wiki/1975_South_African_Grand_Prix
Spanish Grand Prix,254,Montjuïc,1975-04-27 00:00:00,29,4,https://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix
Monaco Grand Prix,255,Circuit de Monaco,1975-05-11 00:00:00,75,5,https://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix
Belgian Grand Prix,256,Zolder,1975-05-25 00:00:00,70,6,https://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix
Swedish Grand Prix,257,Scandinavian Raceway,1975-06-08 00:00:00,80,7,https://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix
Dutch Grand Prix,258,Circuit Park Zandvoort,1975-06-22 00:00:00,80,8,https://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix
French Grand Prix,259,Circuit Paul Ricard,1975-07-06 00:00:00,54,9,https://en.wikipedia.org/wiki/1975_French_Grand_Prix
British Grand Prix,260,Silverstone Circuit,1975-07-19 00:00:00,56,10,https://en.wikipedia.org/wiki/1975_British_Grand_Prix
German Grand Prix,261,Nürburgring,1975-08-03 00:00:00,56,11,https://en.wikipedia.org/wiki/1975_German_Grand_Prix
Austrian Grand Prix,262,Red Bull Ring,1975-08-17 00:00:00,56,12,https://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix
Italian Grand Prix,263,Autodromo Nazionale di Monza,1975-09-07 00:00:00,52,13,https://en.wikipedia.org/wiki/1975_Italian_Grand_Prix
United States Grand Prix,264,Watkins Glen,1975-10-05 00:00:00,52,14,https://en.wikipedia.org/wiki/1975_United_States_Grand_Prix
Brazilian Grand Prix,265,Autódromo José Carlos Pace,1976-01-25 00:00:00,40,1,https://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix
South African Grand Prix,266,Kyalami,1976-03-06 00:00:00,40,2,https://en.wikipedia.org/wiki/1976_South_African_Grand_Prix
United States Grand Prix West,267,Long Beach,1976-03-28 00:00:00,40,3,https://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West
Spanish Grand Prix,268,Jarama,1976-05-02 00:00:00,40,4,https://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix
Belgian Grand Prix,269,Zolder,1976-05-16 00:00:00,70,5,https://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix
Monaco Grand Prix,270,Circuit de Monaco,1976-05-30 00:00:00,78,6,https://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix
Swedish Grand Prix,271,Scandinavian Raceway,1976-06-13 00:00:00,78,7,https://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix
French Grand Prix,272,Circuit Paul Ricard,1976-07-04 00:00:00,78,8,https://en.wikipedia.org/wiki/1976_French_Grand_Prix
British Grand Prix,273,Brands Hatch,1976-07-18 00:00:00,78,9,https://en.wikipedia.org/wiki/1976_British_Grand_Prix
German Grand Prix,274,Nürburgring,1976-08-01 00:00:00,14,10,https://en.wikipedia.org/wiki/1976_German_Grand_Prix
Austrian Grand Prix,275,Red Bull Ring,1976-08-15 00:00:00,14,11,https://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix
Dutch Grand Prix,276,Circuit Park Zandvoort,1976-08-29 00:00:00,14,12,https://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix
Italian Grand Prix,277,Autodromo Nazionale di Monza,1976-09-12 00:00:00,14,13,https://en.wikipedia.org/wiki/1976_Italian_Grand_Prix
Canadian Grand Prix,278,Mosport International Raceway,1976-10-03 00:00:00,80,14,https://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix
United States Grand Prix,279,Watkins Glen,1976-10-10 00:00:00,80,15,https://en.wikipedia.org/wiki/1976_United_States_Grand_Prix
Japanese Grand Prix,280,Fuji Speedway,1976-10-24 00:00:00,80,16,https://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix
Argentine Grand Prix,281,Autódromo Juan y Oscar Gálvez,1977-01-09 00:00:00,53,1,https://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix
Brazilian Grand Prix,282,Autódromo José Carlos Pace,1977-01-23 00:00:00,40,2,https://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix
South African Grand Prix,283,Kyalami,1977-03-05 00:00:00,40,3,https://en.wikipedia.org/wiki/1977_South_African_Grand_Prix
United States Grand Prix West,284,Long Beach,1977-04-03 00:00:00,40,4,https://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West
Spanish Grand Prix,285,Jarama,1977-05-08 00:00:00,75,5,https://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix
Monaco Grand Prix,286,Circuit de Monaco,1977-05-22 00:00:00,76,6,https://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix
Belgian Grand Prix,287,Zolder,1977-06-05 00:00:00,76,7,https://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix
Swedish Grand Prix,288,Scandinavian Raceway,1977-06-19 00:00:00,76,8,https://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix
French Grand Prix,289,Dijon-Prenois,1977-07-03 00:00:00,76,9,https://en.wikipedia.org/wiki/1977_French_Grand_Prix
British Grand Prix,290,Silverstone Circuit,1977-07-16 00:00:00,68,10,https://en.wikipedia.org/wiki/1977_British_Grand_Prix
German Grand Prix,291,Hockenheimring,1977-07-31 00:00:00,47,11,https://en.wikipedia.org/wiki/1977_German_Grand_Prix
Austrian Grand Prix,292,Red Bull Ring,1977-08-14 00:00:00,47,12,https://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix
Dutch Grand Prix,293,Circuit Park Zandvoort,1977-08-28 00:00:00,47,13,https://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix
Italian Grand Prix,294,Autodromo Nazionale di Monza,1977-09-11 00:00:00,52,14,https://en.wikipedia.org/wiki/1977_Italian_Grand_Prix
United States Grand Prix,295,Watkins Glen,1977-10-02 00:00:00,59,15,https://en.wikipedia.org/wiki/1977_United_States_Grand_Prix
Canadian Grand Prix,296,Mosport International Raceway,1977-10-09 00:00:00,59,16,https://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix
Japanese Grand Prix,297,Fuji Speedway,1977-10-23 00:00:00,59,17,https://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix
Argentine Grand Prix,298,Autódromo Juan y Oscar Gálvez,1978-01-15 00:00:00,52,1,https://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix
Brazilian Grand Prix,299,Autódromo Internacional Nelson Piquet,1978-01-29 00:00:00,52,2,https://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix
South African Grand Prix,300,Kyalami,1978-03-04 00:00:00,52,3,https://en.wikipedia.org/wiki/1978_South_African_Grand_Prix
United States Grand Prix West,301,Long Beach,1978-04-02 00:00:00,52,4,https://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West
Monaco Grand Prix,302,Circuit de Monaco,1978-05-07 00:00:00,75,5,https://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix
Belgian Grand Prix,303,Zolder,1978-05-21 00:00:00,75,6,https://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix
Spanish Grand Prix,304,Jarama,1978-06-04 00:00:00,75,7,https://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix
Swedish Grand Prix,305,Scandinavian Raceway,1978-06-17 00:00:00,70,8,https://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix
French Grand Prix,306,Circuit Paul Ricard,1978-07-02 00:00:00,70,9,https://en.wikipedia.org/wiki/1978_French_Grand_Prix
British Grand Prix,307,Brands Hatch,1978-07-16 00:00:00,70,10,https://en.wikipedia.org/wiki/1978_British_Grand_Prix
German Grand Prix,308,Hockenheimring,1978-07-30 00:00:00,70,11,https://en.wikipedia.org/wiki/1978_German_Grand_Prix
Austrian Grand Prix,309,Red Bull Ring,1978-08-13 00:00:00,54,12,https://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
Dutch Grand Prix,310,Circuit Park Zandvoort,1978-08-27 00:00:00,54,13,https://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
Italian Grand Prix,311,Autodromo Nazionale di Monza,1978-09-10 00:00:00,40,14,https://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
United States Grand Prix,312,Watkins Glen,1978-10-01 00:00:00,59,15,https://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
Canadian Grand Prix,313,Circuit Gilles Villeneuve,1978-10-08 00:00:00,70,16,https://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix
Argentine Grand Prix,314,Autódromo Juan y Oscar Gálvez,1979-01-21 00:00:00,53,1,https://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix
Brazilian Grand Prix,315,Autódromo José Carlos Pace,1979-02-04 00:00:00,40,2,https://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix
South African Grand Prix,316,Kyalami,1979-03-03 00:00:00,40,3,https://en.wikipedia.org/wiki/1979_South_African_Grand_Prix
United States Grand Prix West,317,Long Beach,1979-04-08 00:00:00,80,4,https://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West
Spanish Grand Prix,318,Jarama,1979-04-29 00:00:00,75,5,https://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix
Belgian Grand Prix,319,Zolder,1979-05-13 00:00:00,70,6,https://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix
Monaco Grand Prix,320,Circuit de Monaco,1979-05-27 00:00:00,70,7,https://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix
French Grand Prix,321,Dijon-Prenois,1979-07-01 00:00:00,70,8,https://en.wikipedia.org/wiki/1979_French_Grand_Prix
British Grand Prix,322,Silverstone Circuit,1979-07-14 00:00:00,68,9,https://en.wikipedia.org/wiki/1979_British_Grand_Prix
German Grand Prix,323,Hockenheimring,1979-07-29 00:00:00,68,10,https://en.wikipedia.org/wiki/1979_German_Grand_Prix
Austrian Grand Prix,324,Red Bull Ring,1979-08-12 00:00:00,54,11,https://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix
Dutch Grand Prix,325,Circuit Park Zandvoort,1979-08-26 00:00:00,54,12,https://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix
Italian Grand Prix,326,Autodromo Nazionale di Monza,1979-09-09 00:00:00,54,13,https://en.wikipedia.org/wiki/1979_Italian_Grand_Prix
Canadian Grand Prix,327,Circuit Gilles Villeneuve,1979-09-30 00:00:00,72,14,https://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix
United States Grand Prix,328,Watkins Glen,1979-10-07 00:00:00,59,15,https://en.wikipedia.org/wiki/1979_United_States_Grand_Prix
Argentine Grand Prix,329,Autódromo Juan y Oscar Gálvez,1980-01-13 00:00:00,53,1,https://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix
Brazilian Grand Prix,330,Autódromo José Carlos Pace,1980-01-27 00:00:00,40,2,https://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix
South African Grand Prix,331,Kyalami,1980-03-01 00:00:00,40,3,https://en.wikipedia.org/wiki/1980_South_African_Grand_Prix
United States Grand Prix West,332,Long Beach,1980-03-30 00:00:00,40,4,https://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West
Belgian Grand Prix,333,Zolder,1980-05-04 00:00:00,72,5,https://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix
Monaco Grand Prix,334,Circuit de Monaco,1980-05-18 00:00:00,72,6,https://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix
French Grand Prix,335,Circuit Paul Ricard,1980-06-29 00:00:00,72,7,https://en.wikipedia.org/wiki/1980_French_Grand_Prix
British Grand Prix,336,Brands Hatch,1980-07-13 00:00:00,72,8,https://en.wikipedia.org/wiki/1980_British_Grand_Prix
German Grand Prix,337,Hockenheimring,1980-08-10 00:00:00,45,9,https://en.wikipedia.org/wiki/1980_German_Grand_Prix
Austrian Grand Prix,338,Red Bull Ring,1980-08-17 00:00:00,54,10,https://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix
Dutch Grand Prix,339,Circuit Park Zandvoort,1980-08-31 00:00:00,72,11,https://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix
Italian Grand Prix,340,Autodromo Enzo e Dino Ferrari,1980-09-14 00:00:00,60,12,https://en.wikipedia.org/wiki/1980_Italian_Grand_Prix
Canadian Grand Prix,341,Circuit Gilles Villeneuve,1980-09-28 00:00:00,70,13,https://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix
United States Grand Prix,342,Watkins Glen,1980-10-05 00:00:00,70,14,https://en.wikipedia.org/wiki/1980_United_States_Grand_Prix
United States Grand Prix West,343,Long Beach,1981-03-15 00:00:00,80,1,https://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West
Brazilian Grand Prix,344,Autódromo Internacional Nelson Piquet,1981-03-29 00:00:00,80,2,https://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix
Argentine Grand Prix,345,Autódromo Juan y Oscar Gálvez,1981-04-12 00:00:00,80,3,https://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix
San Marino Grand Prix,346,Autodromo Enzo e Dino Ferrari,1981-05-03 00:00:00,60,4,https://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix
Belgian Grand Prix,347,Zolder,1981-05-17 00:00:00,54,5,https://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix
Monaco Grand Prix,348,Circuit de Monaco,1981-05-31 00:00:00,54,6,https://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix
Spanish Grand Prix,349,Jarama,1981-06-21 00:00:00,54,7,https://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix
French Grand Prix,350,Dijon-Prenois,1981-07-05 00:00:00,54,8,https://en.wikipedia.org/wiki/1981_French_Grand_Prix
British Grand Prix,351,Silverstone Circuit,1981-07-18 00:00:00,68,9,https://en.wikipedia.org/wiki/1981_British_Grand_Prix
German Grand Prix,352,Hockenheimring,1981-08-02 00:00:00,68,10,https://en.wikipedia.org/wiki/1981_German_Grand_Prix
Austrian Grand Prix,353,Red Bull Ring,1981-08-16 00:00:00,68,11,https://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix
Dutch Grand Prix,354,Circuit Park Zandvoort,1981-08-30 00:00:00,72,12,https://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix
Italian Grand Prix,355,Autodromo Nazionale di Monza,1981-09-13 00:00:00,72,13,https://en.wikipedia.org/wiki/1981_Italian_Grand_Prix
Canadian Grand Prix,356,Circuit Gilles Villeneuve,1981-09-27 00:00:00,72,14,https://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix
Caesars Palace Grand Prix,357,Las Vegas Street Circuit,1981-10-17 00:00:00,72,15,https://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix
South African Grand Prix,358,Kyalami,1982-01-23 00:00:00,77,1,https://en.wikipedia.org/wiki/1982_South_African_Grand_Prix
Brazilian Grand Prix,359,Autódromo Internacional Nelson Piquet,1982-03-21 00:00:00,63,2,https://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix
United States Grand Prix West,360,Long Beach,1982-04-04 00:00:00,75,3,https://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West
San Marino Grand Prix,361,Autodromo Enzo e Dino Ferrari,1982-04-25 00:00:00,60,4,https://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix
Belgian Grand Prix,362,Zolder,1982-05-09 00:00:00,70,5,https://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix
Monaco Grand Prix,363,Circuit de Monaco,1982-05-23 00:00:00,76,6,https://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix
Detroit Grand Prix,364,Detroit Street Circuit,1982-06-06 00:00:00,62,7,https://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix
Canadian Grand Prix,365,Circuit Gilles Villeneuve,1982-06-13 00:00:00,62,8,https://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix
Dutch Grand Prix,366,Circuit Park Zandvoort,1982-07-03 00:00:00,62,9,https://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix
British Grand Prix,367,Brands Hatch,1982-07-18 00:00:00,62,10,https://en.wikipedia.org/wiki/1982_British_Grand_Prix
French Grand Prix,368,Circuit Paul Ricard,1982-07-25 00:00:00,54,11,https://en.wikipedia.org/wiki/1982_French_Grand_Prix
German Grand Prix,369,Hockenheimring,1982-08-08 00:00:00,54,12,https://en.wikipedia.org/wiki/1982_German_Grand_Prix
Austrian Grand Prix,370,Red Bull Ring,1982-08-15 00:00:00,54,13,https://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix
Swiss Grand Prix,371,Dijon-Prenois,1982-08-29 00:00:00,54,14,https://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix
Italian Grand Prix,372,Autodromo Nazionale di Monza,1982-09-12 00:00:00,52,15,https://en.wikipedia.org/wiki/1982_Italian_Grand_Prix
Caesars Palace Grand Prix,373,Las Vegas Street Circuit,1982-09-25 00:00:00,52,16,https://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix
Brazilian Grand Prix,374,Autódromo Internacional Nelson Piquet,1983-03-13 00:00:00,63,1,https://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix
United States Grand Prix West,375,Long Beach,1983-03-27 00:00:00,75,2,https://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West
French Grand Prix,376,Circuit Paul Ricard,1983-04-17 00:00:00,75,3,https://en.wikipedia.org/wiki/1983_French_Grand_Prix
San Marino Grand Prix,377,Autodromo Enzo e Dino Ferrari,1983-05-01 00:00:00,75,4,https://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix
Monaco Grand Prix,378,Circuit de Monaco,1983-05-15 00:00:00,75,5,https://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix
Belgian Grand Prix,379,Circuit de Spa-Francorchamps,1983-05-22 00:00:00,40,6,https://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix
Detroit Grand Prix,380,Detroit Street Circuit,1983-06-05 00:00:00,60,7,https://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix
Canadian Grand Prix,381,Circuit Gilles Villeneuve,1983-06-12 00:00:00,70,8,https://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix
British Grand Prix,382,Silverstone Circuit,1983-07-16 00:00:00,67,9,https://en.wikipedia.org/wiki/1983_British_Grand_Prix
German Grand Prix,383,Hockenheimring,1983-08-07 00:00:00,67,10,https://en.wikipedia.org/wiki/1983_German_Grand_Prix
Austrian Grand Prix,384,Red Bull Ring,1983-08-14 00:00:00,67,11,https://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix
Dutch Grand Prix,385,Circuit Park Zandvoort,1983-08-28 00:00:00,72,12,https://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix
Italian Grand Prix,386,Autodromo Nazionale di Monza,1983-09-11 00:00:00,72,13,https://en.wikipedia.org/wiki/1983_Italian_Grand_Prix
European Grand Prix,387,Brands Hatch,1983-09-25 00:00:00,72,14,https://en.wikipedia.org/wiki/1983_European_Grand_Prix
South African Grand Prix,388,Kyalami,1983-10-15 00:00:00,77,15,https://en.wikipedia.org/wiki/1983_South_African_Grand_Prix
Brazilian Grand Prix,389,Autódromo Internacional Nelson Piquet,1984-03-25 00:00:00,77,1,https://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix
South African Grand Prix,390,Kyalami,1984-04-07 00:00:00,75,2,https://en.wikipedia.org/wiki/1984_South_African_Grand_Prix
Belgian Grand Prix,391,Zolder,1984-04-29 00:00:00,75,3,https://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix
