sSeason,gpID,driverID,sPos,sPoints,sGrid,sLaps,sInc
2008,Australian Grand Prix,Lewis Hamilton,1,10,1,58,RAS
2008,Australian Grand Prix,Nick Heidfeld,2,8,5,58,RAS
2008,Australian Grand Prix,Nico Rosberg,3,6,7,58,RAS
2008,Australian Grand Prix,Fernando Alonso,4,5,11,58,RAS
2008,Australian Grand Prix,Heikki Kovalainen,5,4,3,58,RAS
2008,Australian Grand Prix,Kazuki Nakajima,6,3,13,57,RAS
2008,Australian Grand Prix,Sébastien Bourdais,7,2,17,55,Engine
2008,Australian Grand Prix,Kimi Räikkönen,8,1,15,53,Engine
2008,Australian Grand Prix,Robert Kubica,9,0,2,47,Collision
2008,Australian Grand Prix,Timo Glock,10,0,18,43,Accident
2008,Australian Grand Prix,Takuma Sato,11,0,19,32,Transmission
2008,Australian Grand Prix,Nelson Piquet Jr.,12,0,20,30,Clutch
2008,Australian Grand Prix,Felipe Massa,13,0,4,29,Engine
2008,Australian Grand Prix,David Coulthard,14,0,8,25,Collision
2008,Australian Grand Prix,Jarno Trulli,15,0,6,19,Electrical
2008,Australian Grand Prix,Adrian Sutil,16,0,22,8,Hydraulics
2008,Australian Grand Prix,Mark Webber,17,0,14,0,Collision
2008,Australian Grand Prix,Jenson Button,18,0,12,0,Collision
2008,Australian Grand Prix,Anthony Davidson,19,0,21,0,Collision
2008,Australian Grand Prix,Sebastian Vettel,20,0,9,0,Collision
2008,Australian Grand Prix,Giancarlo Fisichella,21,0,16,0,Collision
2008,Australian Grand Prix,Rubens Barrichello,22,0,10,58,DQ
2008,Malaysian Grand Prix,Kimi Räikkönen,1,10,2,56,RAS
2008,Malaysian Grand Prix,Robert Kubica,2,8,4,56,RAS
2008,Malaysian Grand Prix,Heikki Kovalainen,3,6,8,56,RAS
2008,Malaysian Grand Prix,Jarno Trulli,4,5,3,56,RAS
2008,Malaysian Grand Prix,Lewis Hamilton,5,4,9,56,RAS
2008,Malaysian Grand Prix,Nick Heidfeld,6,3,5,56,RAS
2008,Malaysian Grand Prix,Mark Webber,7,2,6,56,RAS
2008,Malaysian Grand Prix,Fernando Alonso,8,1,7,56,RAS
2008,Malaysian Grand Prix,David Coulthard,9,0,12,56,RAS
2008,Malaysian Grand Prix,Jenson Button,10,0,11,56,RAS
2008,Malaysian Grand Prix,Nelson Piquet Jr.,11,0,13,56,RAS
2008,Malaysian Grand Prix,Giancarlo Fisichella,12,0,17,55,RAS
2008,Malaysian Grand Prix,Rubens Barrichello,13,0,14,55,RAS
2008,Malaysian Grand Prix,Nico Rosberg,14,0,16,55,RAS
2008,Malaysian Grand Prix,Anthony Davidson,15,0,21,55,RAS
2008,Malaysian Grand Prix,Takuma Sato,16,0,19,54,RAS
2008,Malaysian Grand Prix,Kazuki Nakajima,17,0,22,54,RAS
2008,Malaysian Grand Prix,Sebastian Vettel,18,0,15,39,Engine
2008,Malaysian Grand Prix,Felipe Massa,19,0,1,30,Spun off
2008,Malaysian Grand Prix,Adrian Sutil,20,0,20,5,Hydraulics
2008,Malaysian Grand Prix,Timo Glock,21,0,10,1,Collision
2008,Malaysian Grand Prix,Sébastien Bourdais,22,0,18,0,Spun off
2008,Bahrain Grand Prix,Felipe Massa,1,10,2,57,RAS
2008,Bahrain Grand Prix,Kimi Räikkönen,2,8,4,57,RAS
2008,Bahrain Grand Prix,Robert Kubica,3,6,1,57,RAS
2008,Bahrain Grand Prix,Nick Heidfeld,4,5,6,57,RAS
2008,Bahrain Grand Prix,Heikki Kovalainen,5,4,5,57,RAS
2008,Bahrain Grand Prix,Jarno Trulli,6,3,7,57,RAS
2008,Bahrain Grand Prix,Mark Webber,7,2,11,57,RAS
2008,Bahrain Grand Prix,Nico Rosberg,8,1,8,57,RAS
2008,Bahrain Grand Prix,Timo Glock,9,0,13,57,RAS
2008,Bahrain Grand Prix,Fernando Alonso,10,0,10,57,RAS
2008,Bahrain Grand Prix,Rubens Barrichello,11,0,12,57,RAS
2008,Bahrain Grand Prix,Giancarlo Fisichella,12,0,18,56,RAS
2008,Bahrain Grand Prix,Lewis Hamilton,13,0,3,56,RAS
2008,Bahrain Grand Prix,Kazuki Nakajima,14,0,16,56,RAS
2008,Bahrain Grand Prix,Sébastien Bourdais,15,0,15,56,RAS
2008,Bahrain Grand Prix,Anthony Davidson,16,0,21,56,RAS
2008,Bahrain Grand Prix,Takuma Sato,17,0,22,56,RAS
2008,Bahrain Grand Prix,David Coulthard,18,0,17,56,RAS
2008,Bahrain Grand Prix,Adrian Sutil,19,0,20,56,RAS
2008,Bahrain Grand Prix,Nelson Piquet Jr.,20,0,14,40,Gearbox
2008,Bahrain Grand Prix,Jenson Button,21,0,9,19,Collision
2008,Bahrain Grand Prix,Sebastian Vettel,22,0,19,0,Engine
2008,Spanish Grand Prix,Kimi Räikkönen,1,10,1,66,RAS
2008,Spanish Grand Prix,Felipe Massa,2,8,3,66,RAS
2008,Spanish Grand Prix,Lewis Hamilton,3,6,5,66,RAS
2008,Spanish Grand Prix,Robert Kubica,4,5,4,66,RAS
2008,Spanish Grand Prix,Mark Webber,5,4,7,66,RAS
2008,Spanish Grand Prix,Jenson Button,6,3,13,66,RAS
2008,Spanish Grand Prix,Kazuki Nakajima,7,2,12,66,RAS
2008,Spanish Grand Prix,Jarno Trulli,8,1,8,66,RAS
2008,Spanish Grand Prix,Nick Heidfeld,9,0,9,66,RAS
2008,Spanish Grand Prix,Giancarlo Fisichella,10,0,19,65,RAS
2008,Spanish Grand Prix,Timo Glock,11,0,14,65,RAS
2008,Spanish Grand Prix,David Coulthard,12,0,17,65,RAS
2008,Spanish Grand Prix,Takuma Sato,13,0,22,65,RAS
2008,Spanish Grand Prix,Nico Rosberg,14,0,15,41,Engine
2008,Spanish Grand Prix,Fernando Alonso,15,0,2,34,Engine
2008,Spanish Grand Prix,Rubens Barrichello,16,0,11,34,Collision
2008,Spanish Grand Prix,Heikki Kovalainen,17,0,6,21,Accident
2008,Spanish Grand Prix,Anthony Davidson,18,0,21,8,Radiator
2008,Spanish Grand Prix,Sébastien Bourdais,19,0,16,7,Collision
2008,Spanish Grand Prix,Nelson Piquet Jr.,20,0,10,6,Collision
2008,Spanish Grand Prix,Adrian Sutil,21,0,20,0,Collision
2008,Spanish Grand Prix,Sebastian Vettel,22,0,18,0,Collision
2008,Turkish Grand Prix,Felipe Massa,1,10,1,58,RAS
2008,Turkish Grand Prix,Lewis Hamilton,2,8,3,58,RAS
2008,Turkish Grand Prix,Kimi Räikkönen,3,6,4,58,RAS
2008,Turkish Grand Prix,Robert Kubica,4,5,5,58,RAS
2008,Turkish Grand Prix,Nick Heidfeld,5,4,9,58,RAS
2008,Turkish Grand Prix,Fernando Alonso,6,3,7,58,RAS
2008,Turkish Grand Prix,Mark Webber,7,2,6,58,RAS
2008,Turkish Grand Prix,Nico Rosberg,8,1,11,58,RAS
2008,Turkish Grand Prix,David Coulthard,9,0,10,58,RAS
2008,Turkish Grand Prix,Jarno Trulli,10,0,8,58,RAS
2008,Turkish Grand Prix,Jenson Button,11,0,13,57,RAS
2008,Turkish Grand Prix,Heikki Kovalainen,12,0,2,57,RAS
2008,Turkish Grand Prix,Timo Glock,13,0,15,57,RAS
2008,Turkish Grand Prix,Rubens Barrichello,14,0,12,57,RAS
2008,Turkish Grand Prix,Nelson Piquet Jr.,15,0,17,57,RAS
2008,Turkish Grand Prix,Adrian Sutil,16,0,19,57,RAS
2008,Turkish Grand Prix,Sebastian Vettel,17,0,14,57,RAS
2008,Turkish Grand Prix,Sébastien Bourdais,18,0,18,24,Suspension
2008,Turkish Grand Prix,Kazuki Nakajima,19,0,16,1,Collision
2008,Turkish Grand Prix,Giancarlo Fisichella,20,0,20,0,Collision
2008,Monaco Grand Prix,Lewis Hamilton,1,10,3,76,RAS
2008,Monaco Grand Prix,Robert Kubica,2,8,5,76,RAS
2008,Monaco Grand Prix,Felipe Massa,3,6,1,76,RAS
2008,Monaco Grand Prix,Mark Webber,4,5,9,76,RAS
2008,Monaco Grand Prix,Sebastian Vettel,5,4,19,76,RAS
2008,Monaco Grand Prix,Rubens Barrichello,6,3,14,76,RAS
2008,Monaco Grand Prix,Kazuki Nakajima,7,2,13,76,RAS
2008,Monaco Grand Prix,Heikki Kovalainen,8,1,4,76,RAS
2008,Monaco Grand Prix,Kimi Räikkönen,9,0,2,76,RAS
2008,Monaco Grand Prix,Fernando Alonso,10,0,7,75,RAS
2008,Monaco Grand Prix,Jenson Button,11,0,11,75,RAS
2008,Monaco Grand Prix,Timo Glock,12,0,10,75,RAS
2008,Monaco Grand Prix,Jarno Trulli,13,0,8,75,RAS
2008,Monaco Grand Prix,Nick Heidfeld,14,0,12,72,RAS
