sSeason,gpID,driverID,sPos,sPoints,sGrid,sLaps,sInc
1999,Australian Grand Prix,Eddie Irvine,1,10,6,57,RAS
1999,Australian Grand Prix,Heinz-Harald Frentzen,2,6,5,57,RAS
1999,Australian Grand Prix,Ralf Schumacher,3,4,8,57,RAS
1999,Australian Grand Prix,Giancarlo Fisichella,4,3,7,57,RAS
1999,Australian Grand Prix,Rubens Barrichello,5,2,4,57,RAS
1999,Australian Grand Prix,Pedro de la Rosa,6,1,18,57,RAS
1999,Australian Grand Prix,Toranosuke Takagi,7,0,17,57,RAS
1999,Australian Grand Prix,Michael Schumacher,8,0,3,56,RAS
1999,Australian Grand Prix,Ricardo Zonta,9,0,19,48,Gearbox
1999,Australian Grand Prix,Luca Badoer,10,0,21,42,Gearbox
1999,Australian Grand Prix,Alexander Wurz,11,0,10,28,Suspension
1999,Australian Grand Prix,Pedro Diniz,12,0,14,27,Transmission
1999,Australian Grand Prix,Marc Gené,13,0,22,25,Collision
1999,Australian Grand Prix,Jarno Trulli,14,0,12,25,Collision
1999,Australian Grand Prix,Olivier Panis,15,0,20,23,Wheel
1999,Australian Grand Prix,Mika Häkkinen,16,0,1,21,Throttle
1999,Australian Grand Prix,Alessandro Zanardi,17,0,15,20,Spun off
1999,Australian Grand Prix,David Coulthard,18,0,2,13,Hydraulics
1999,Australian Grand Prix,Jacques Villeneuve,19,0,11,13,Rear wing
1999,Australian Grand Prix,Damon Hill,20,0,9,0,Collision
1999,Australian Grand Prix,Jean Alesi,21,0,16,0,Gearbox
1999,Australian Grand Prix,Johnny Herbert,22,0,13,0,Fire
1999,Brazilian Grand Prix,Mika Häkkinen,1,10,1,72,RAS
1999,Brazilian Grand Prix,Michael Schumacher,2,6,4,72,RAS
1999,Brazilian Grand Prix,Heinz-Harald Frentzen,3,4,8,71,Out of fuel
1999,Brazilian Grand Prix,Ralf Schumacher,4,3,11,71,RAS
1999,Brazilian Grand Prix,Eddie Irvine,5,2,6,71,RAS
1999,Brazilian Grand Prix,Olivier Panis,6,1,12,71,RAS
1999,Brazilian Grand Prix,Alexander Wurz,7,0,9,70,RAS
1999,Brazilian Grand Prix,Toranosuke Takagi,8,0,19,69,RAS
1999,Brazilian Grand Prix,Marc Gené,9,0,20,69,RAS
1999,Brazilian Grand Prix,Pedro de la Rosa,10,0,17,52,Hydraulics
1999,Brazilian Grand Prix,Jacques Villeneuve,11,0,21,49,Hydraulics
1999,Brazilian Grand Prix,Alessandro Zanardi,12,0,16,43,Gearbox
1999,Brazilian Grand Prix,Rubens Barrichello,13,0,3,42,Engine
1999,Brazilian Grand Prix,Pedro Diniz,14,0,15,42,Collision
1999,Brazilian Grand Prix,Giancarlo Fisichella,15,0,5,38,Clutch
1999,Brazilian Grand Prix,Stéphane Sarrazin,16,0,18,31,Spun off
1999,Brazilian Grand Prix,Jean Alesi,17,0,14,27,Gearbox
1999,Brazilian Grand Prix,David Coulthard,18,0,2,22,Gearbox
1999,Brazilian Grand Prix,Jarno Trulli,19,0,13,21,Gearbox
1999,Brazilian Grand Prix,Johnny Herbert,20,0,10,15,Hydraulics
1999,Brazilian Grand Prix,Damon Hill,21,0,7,10,Collision
1999,San Marino Grand Prix,Michael Schumacher,1,10,3,62,RAS
1999,San Marino Grand Prix,David Coulthard,2,6,2,62,RAS
1999,San Marino Grand Prix,Rubens Barrichello,3,4,6,61,RAS
1999,San Marino Grand Prix,Damon Hill,4,3,8,61,RAS
1999,San Marino Grand Prix,Giancarlo Fisichella,5,2,16,61,RAS
1999,San Marino Grand Prix,Jean Alesi,6,1,13,61,RAS
1999,San Marino Grand Prix,Mika Salo,7,0,19,59,RAS
1999,San Marino Grand Prix,Luca Badoer,8,0,22,59,RAS
1999,San Marino Grand Prix,Marc Gené,9,0,21,59,RAS
1999,San Marino Grand Prix,Johnny Herbert,10,0,12,58,Engine
1999,San Marino Grand Prix,Alessandro Zanardi,11,0,10,58,Spun off
1999,San Marino Grand Prix,Pedro Diniz,12,0,15,49,Spun off
1999,San Marino Grand Prix,Olivier Panis,13,0,11,48,Throttle
1999,San Marino Grand Prix,Eddie Irvine,14,0,4,46,Engine
1999,San Marino Grand Prix,Heinz-Harald Frentzen,15,0,7,46,Spun off
1999,San Marino Grand Prix,Toranosuke Takagi,16,0,20,29,Fuel pressure
1999,San Marino Grand Prix,Ralf Schumacher,17,0,9,28,Throttle
1999,San Marino Grand Prix,Mika Häkkinen,18,0,1,17,Spun off
1999,San Marino Grand Prix,Pedro de la Rosa,19,0,18,5,Spun off
1999,San Marino Grand Prix,Alexander Wurz,20,0,17,5,Spun off
1999,San Marino Grand Prix,Jacques Villeneuve,21,0,14,0,Gearbox
1999,San Marino Grand Prix,Jarno Trulli,22,0,5,0,Spun off
1999,Monaco Grand Prix,Michael Schumacher,1,10,2,78,RAS
1999,Monaco Grand Prix,Eddie Irvine,2,6,4,78,RAS
1999,Monaco Grand Prix,Mika Häkkinen,3,4,1,78,RAS
1999,Monaco Grand Prix,Heinz-Harald Frentzen,4,3,6,78,RAS
1999,Monaco Grand Prix,Giancarlo Fisichella,5,2,9,77,RAS
1999,Monaco Grand Prix,Alexander Wurz,6,1,10,77,RAS
1999,Monaco Grand Prix,Jarno Trulli,7,0,7,77,RAS
1999,Monaco Grand Prix,Alessandro Zanardi,8,0,11,76,RAS
1999,Monaco Grand Prix,Rubens Barrichello,9,0,5,71,Spun off
1999,Monaco Grand Prix,Ralf Schumacher,10,0,16,54,Spun off
1999,Monaco Grand Prix,Jean Alesi,11,0,14,50,Suspension
1999,Monaco Grand Prix,Pedro Diniz,12,0,15,49,Suspension
1999,Monaco Grand Prix,Olivier Panis,13,0,18,40,Engine
