sSeason,gpID,driverID,sPos,sPoints,sGrid,sLaps,sInc
2013,Australian Grand Prix,Kimi Räikkönen,1,25,7,58,RAS
2013,Australian Grand Prix,Fernando Alonso,2,18,5,58,RAS
2013,Australian Grand Prix,Sebastian Vettel,3,15,1,58,RAS
2013,Australian Grand Prix,Felipe Massa,4,12,4,58,RAS
2013,Australian Grand Prix,Lewis Hamilton,5,10,3,58,RAS
2013,Australian Grand Prix,Mark Webber,6,8,2,58,RAS
2013,Australian Grand Prix,Adrian Sutil,7,6,12,58,RAS
2013,Australian Grand Prix,Paul di Resta,8,4,9,58,RAS
2013,Australian Grand Prix,Jenson Button,9,2,10,58,RAS
2013,Australian Grand Prix,Romain Grosjean,10,1,8,58,RAS
2013,Australian Grand Prix,Sergio Pérez,11,0,15,58,RAS
2013,Australian Grand Prix,Jean-Éric Vergne,12,0,13,58,RAS
2013,Australian Grand Prix,Esteban Gutiérrez,13,0,18,57,RAS
2013,Australian Grand Prix,Valtteri Bottas,14,0,16,57,RAS
2013,Australian Grand Prix,Jules Bianchi,15,0,19,57,RAS
2013,Australian Grand Prix,Charles Pic,16,0,22,56,RAS
2013,Australian Grand Prix,Max Chilton,17,0,20,56,RAS
2013,Australian Grand Prix,Giedo van der Garde,18,0,21,56,RAS
2013,Australian Grand Prix,Daniel Ricciardo,19,0,14,39,Hydraulics
2013,Australian Grand Prix,Nico Rosberg,20,0,6,26,Electrical
2013,Australian Grand Prix,Pastor Maldonado,21,0,17,24,Spun off
2013,Australian Grand Prix,Nico Hülkenberg,22,0,11,0,Fuel system
2013,Malaysian Grand Prix,Sebastian Vettel,1,25,1,56,RAS
2013,Malaysian Grand Prix,Mark Webber,2,18,5,56,RAS
2013,Malaysian Grand Prix,Lewis Hamilton,3,15,4,56,RAS
2013,Malaysian Grand Prix,Nico Rosberg,4,12,6,56,RAS
2013,Malaysian Grand Prix,Felipe Massa,5,10,2,56,RAS
2013,Malaysian Grand Prix,Romain Grosjean,6,8,11,56,RAS
2013,Malaysian Grand Prix,Kimi Räikkönen,7,6,10,56,RAS
2013,Malaysian Grand Prix,Nico Hülkenberg,8,4,12,56,RAS
2013,Malaysian Grand Prix,Sergio Pérez,9,2,9,56,RAS
2013,Malaysian Grand Prix,Jean-Éric Vergne,10,1,17,56,RAS
2013,Malaysian Grand Prix,Valtteri Bottas,11,0,18,56,RAS
2013,Malaysian Grand Prix,Esteban Gutiérrez,12,0,14,55,RAS
2013,Malaysian Grand Prix,Jules Bianchi,13,0,19,55,RAS
2013,Malaysian Grand Prix,Charles Pic,14,0,20,55,RAS
2013,Malaysian Grand Prix,Giedo van der Garde,15,0,22,55,RAS
2013,Malaysian Grand Prix,Max Chilton,16,0,21,54,RAS
2013,Malaysian Grand Prix,Jenson Button,17,0,7,53,Withdrew
2013,Malaysian Grand Prix,Daniel Ricciardo,18,0,13,51,DNF
2013,Malaysian Grand Prix,Pastor Maldonado,19,0,16,45,DNF
2013,Malaysian Grand Prix,Adrian Sutil,20,0,8,27,Wheel nut
2013,Malaysian Grand Prix,Paul di Resta,21,0,15,22,Wheel nut
2013,Malaysian Grand Prix,Fernando Alonso,22,0,3,1,Collision
2013,Chinese Grand Prix,Fernando Alonso,1,25,3,56,RAS
2013,Chinese Grand Prix,Kimi Räikkönen,2,18,2,56,RAS
2013,Chinese Grand Prix,Lewis Hamilton,3,15,1,56,RAS
2013,Chinese Grand Prix,Sebastian Vettel,4,12,9,56,RAS
2013,Chinese Grand Prix,Jenson Button,5,10,8,56,RAS
2013,Chinese Grand Prix,Felipe Massa,6,8,5,56,RAS
2013,Chinese Grand Prix,Daniel Ricciardo,7,6,7,56,RAS
2013,Chinese Grand Prix,Paul di Resta,8,4,11,56,RAS
2013,Chinese Grand Prix,Romain Grosjean,9,2,6,56,RAS
2013,Chinese Grand Prix,Nico Hülkenberg,10,1,10,56,RAS
2013,Chinese Grand Prix,Sergio Pérez,11,0,12,56,RAS
2013,Chinese Grand Prix,Jean-Éric Vergne,12,0,15,56,RAS
2013,Chinese Grand Prix,Valtteri Bottas,13,0,16,56,RAS
2013,Chinese Grand Prix,Pastor Maldonado,14,0,14,56,RAS
2013,Chinese Grand Prix,Jules Bianchi,15,0,18,55,RAS
2013,Chinese Grand Prix,Charles Pic,16,0,20,55,RAS
2013,Chinese Grand Prix,Max Chilton,17,0,19,55,RAS
2013,Chinese Grand Prix,Giedo van der Garde,18,0,21,55,RAS
2013,Chinese Grand Prix,Nico Rosberg,19,0,4,21,Suspension
2013,Chinese Grand Prix,Mark Webber,20,0,22,15,Wheel
2013,Chinese Grand Prix,Adrian Sutil,21,0,13,5,Collision
2013,Chinese Grand Prix,Esteban Gutiérrez,22,0,17,4,Collision
2013,Bahrain Grand Prix,Sebastian Vettel,1,25,2,57,RAS
2013,Bahrain Grand Prix,Kimi Räikkönen,2,18,8,57,RAS
2013,Bahrain Grand Prix,Romain Grosjean,3,15,11,57,RAS
2013,Bahrain Grand Prix,Paul di Resta,4,12,5,57,RAS
2013,Bahrain Grand Prix,Lewis Hamilton,5,10,9,57,RAS
2013,Bahrain Grand Prix,Sergio Pérez,6,8,12,57,RAS
2013,Bahrain Grand Prix,Mark Webber,7,6,7,57,RAS
2013,Bahrain Grand Prix,Fernando Alonso,8,4,3,57,RAS
2013,Bahrain Grand Prix,Nico Rosberg,9,2,1,57,RAS
2013,Bahrain Grand Prix,Jenson Button,10,1,10,57,RAS
2013,Bahrain Grand Prix,Pastor Maldonado,11,0,17,57,RAS
2013,Bahrain Grand Prix,Nico Hülkenberg,12,0,14,57,RAS
2013,Bahrain Grand Prix,Adrian Sutil,13,0,6,57,RAS
2013,Bahrain Grand Prix,Valtteri Bottas,14,0,15,57,RAS
2013,Bahrain Grand Prix,Felipe Massa,15,0,4,57,RAS
2013,Bahrain Grand Prix,Daniel Ricciardo,16,0,13,56,RAS
2013,Bahrain Grand Prix,Charles Pic,17,0,18,56,RAS
2013,Bahrain Grand Prix,Esteban Gutiérrez,18,0,22,56,RAS
2013,Bahrain Grand Prix,Jules Bianchi,19,0,19,56,RAS
2013,Bahrain Grand Prix,Max Chilton,20,0,21,56,RAS
2013,Bahrain Grand Prix,Giedo van der Garde,21,0,20,55,RAS
2013,Bahrain Grand Prix,Jean-Éric Vergne,22,0,16,16,Puncture
2013,Spanish Grand Prix,Fernando Alonso,1,25,5,66,RAS
2013,Spanish Grand Prix,Kimi Räikkönen,2,18,4,66,RAS
2013,Spanish Grand Prix,Felipe Massa,3,15,9,66,RAS
2013,Spanish Grand Prix,Sebastian Vettel,4,12,3,66,RAS
2013,Spanish Grand Prix,Mark Webber,5,10,7,66,RAS
2013,Spanish Grand Prix,Nico Rosberg,6,8,1,66,RAS
2013,Spanish Grand Prix,Paul di Resta,7,6,10,66,RAS
2013,Spanish Grand Prix,Jenson Button,8,4,14,66,RAS
2013,Spanish Grand Prix,Sergio Pérez,9,2,8,66,RAS
2013,Spanish Grand Prix,Daniel Ricciardo,10,1,11,65,RAS
2013,Spanish Grand Prix,Esteban Gutiérrez,11,0,19,65,RAS
2013,Spanish Grand Prix,Lewis Hamilton,12,0,2,65,RAS
2013,Spanish Grand Prix,Adrian Sutil,13,0,13,65,RAS
2013,Spanish Grand Prix,Pastor Maldonado,14,0,17,65,RAS
2013,Spanish Grand Prix,Nico Hülkenberg,15,0,15,65,RAS
2013,Spanish Grand Prix,Valtteri Bottas,16,0,16,65,RAS
2013,Spanish Grand Prix,Charles Pic,17,0,22,65,RAS
2013,Spanish Grand Prix,Jules Bianchi,18,0,20,64,RAS
2013,Spanish Grand Prix,Max Chilton,19,0,21,64,RAS
2013,Spanish Grand Prix,Jean-Éric Vergne,20,0,12,52,Accident
2013,Spanish Grand Prix,Giedo van der Garde,21,0,18,21,Wheel
2013,Spanish Grand Prix,Romain Grosjean,22,0,6,8,Suspension
2013,Monaco Grand Prix,Nico Rosberg,1,25,1,78,RAS
2013,Monaco Grand Prix,Sebastian Vettel,2,18,3,78,RAS
2013,Monaco Grand Prix,Mark Webber,3,15,4,78,RAS
2013,Monaco Grand Prix,Lewis Hamilton,4,12,2,78,RAS
2013,Monaco Grand Prix,Adrian Sutil,5,10,8,78,RAS
2013,Monaco Grand Prix,Jenson Button,6,8,9,78,RAS
2013,Monaco Grand Prix,Fernando Alonso,7,6,6,78,RAS
2013,Monaco Grand Prix,Jean-Éric Vergne,8,4,10,78,RAS
2013,Monaco Grand Prix,Paul di Resta,9,2,17,78,RAS
2013,Monaco Grand Prix,Kimi Räikkönen,10,1,5,78,RAS
2013,Monaco Grand Prix,Nico Hülkenberg,11,0,11,78,RAS
2013,Monaco Grand Prix,Valtteri Bottas,12,0,14,78,RAS
2013,Monaco Grand Prix,Esteban Gutiérrez,13,0,19,78,RAS
2013,Monaco Grand Prix,Max Chilton,14,0,22,78,RAS
2013,Monaco Grand Prix,Giedo van der Garde,15,0,15,78,RAS
2013,Monaco Grand Prix,Sergio Pérez,16,0,7,72,Suspension
2013,Monaco Grand Prix,Romain Grosjean,17,0,13,63,Collision
2013,Monaco Grand Prix,Daniel Ricciardo,18,0,12,61,Collision
2013,Monaco Grand Prix,Jules Bianchi,19,0,20,58,Brakes
