sSeason,gpID,driverID,sPos,sPoints,sGrid,sLaps,sInc
1955,Argentine Grand Prix,Juan Fangio,1,9,3,96,RAS
1955,Argentine Grand Prix,Nino Farina,2,2,1,96,RAS
1955,Argentine Grand Prix,José Froilán González,2,2,1,96,RAS
1955,Argentine Grand Prix,Maurice Trintignant,2,2,1,96,RAS
1955,Argentine Grand Prix,Umberto Maglioli,3,1.33,5,94,RAS
1955,Argentine Grand Prix,Nino Farina,3,1.33,5,94,RAS
1955,Argentine Grand Prix,Maurice Trintignant,3,1.33,5,94,RAS
1955,Argentine Grand Prix,Hans Herrmann,4,1,10,94,RAS
1955,Argentine Grand Prix,Stirling Moss,4,1,10,94,RAS
1955,Argentine Grand Prix,Karl Kling,4,1,10,94,RAS
1955,Argentine Grand Prix,Roberto Mieres,5,2,16,91,RAS
1955,Argentine Grand Prix,Harry Schell,6,0,7,88,RAS
1955,Argentine Grand Prix,Jean Behra,6,0,7,88,RAS
1955,Argentine Grand Prix,Harry Schell,7,0,18,83,RAS
1955,Argentine Grand Prix,Luigi Musso,7,0,18,83,RAS
1955,Argentine Grand Prix,Sergio Mantovani,7,0,18,83,RAS
1955,Argentine Grand Prix,Sergio Mantovani,8,0,19,54,Engine
1955,Argentine Grand Prix,Jean Behra,8,0,19,54,Engine
1955,Argentine Grand Prix,Luigi Musso,8,0,19,54,Engine
1955,Argentine Grand Prix,Harry Schell,9,0,20,54,Fuel pressure
1955,Argentine Grand Prix,Carlos Menditeguy,9,0,20,54,Fuel pressure
1955,Argentine Grand Prix,Clemar Bucci,9,0,20,54,Fuel pressure
1955,Argentine Grand Prix,Jesús Iglesias,10,0,17,38,Transmission
1955,Argentine Grand Prix,Maurice Trintignant,11,0,14,36,Engine
1955,Argentine Grand Prix,Eugenio Castellotti,12,0,12,35,Accident
1955,Argentine Grand Prix,Luigi Villoresi,12,0,12,35,Accident
1955,Argentine Grand Prix,Stirling Moss,13,0,8,29,Fuel system
1955,Argentine Grand Prix,Alberto Uria,14,0,21,22,Out of fuel
1955,Argentine Grand Prix,Alberto Ascari,15,0,2,21,Accident
1955,Argentine Grand Prix,Élie Bayol,16,0,15,7,Transmission
1955,Argentine Grand Prix,Jean Behra,17,0,4,2,Accident
1955,Argentine Grand Prix,Karl Kling,18,0,6,2,Accident
1955,Argentine Grand Prix,Luigi Villoresi,19,0,11,2,Fuel leak
1955,Argentine Grand Prix,Pablo Birger,20,0,9,1,Accident
1955,Argentine Grand Prix,Carlos Menditeguy,21,0,13,1,Accident
1955,Monaco Grand Prix,Maurice Trintignant,1,8,9,100,RAS
1955,Monaco Grand Prix,Eugenio Castellotti,2,6,4,100,RAS
1955,Monaco Grand Prix,Cesare Perdisa,3,2,5,99,RAS
1955,Monaco Grand Prix,Jean Behra,3,2,5,99,RAS
1955,Monaco Grand Prix,Nino Farina,4,3,14,99,RAS
1955,Monaco Grand Prix,Luigi Villoresi,5,2,7,99,RAS
1955,Monaco Grand Prix,Louis Chiron,6,0,19,95,RAS
1955,Monaco Grand Prix,Jacques Pollet,7,0,20,91,RAS
1955,Monaco Grand Prix,Paul Frère,8,0,15,86,RAS
1955,Monaco Grand Prix,Piero Taruffi,8,0,15,86,RAS
1955,Monaco Grand Prix,Stirling Moss,9,0,3,81,RAS
1955,Monaco Grand Prix,Jean Behra,10,0,11,86,Spun off
1955,Monaco Grand Prix,Cesare Perdisa,10,0,11,86,Spun off
1955,Monaco Grand Prix,Alberto Ascari,11,0,2,80,Accident
1955,Monaco Grand Prix,Harry Schell,12,0,18,68,Engine
1955,Monaco Grand Prix,Roberto Mieres,13,0,6,64,Transmission
1955,Monaco Grand Prix,Élie Bayol,14,0,16,63,Transmission
1955,Monaco Grand Prix,Juan Fangio,15,1,1,49,Transmission
1955,Monaco Grand Prix,Robert Manzon,16,0,13,38,Gearbox
1955,Monaco Grand Prix,André Simon,17,0,10,24,Engine
1955,Monaco Grand Prix,Mike Hawthorn,18,0,12,22,Throttle
1955,Monaco Grand Prix,Louis Rosier,19,0,17,8,Fuel leak
1955,Monaco Grand Prix,Luigi Musso,20,0,8,7,Transmission
1955,Indianapolis 500,Bob Sweikert,1,8,14,200,RAS
1955,Indianapolis 500,Paul Russo,2,3,2,200,RAS
1955,Indianapolis 500,Tony Bettenhausen,2,3,2,200,RAS
1955,Indianapolis 500,Jimmy Davies,3,4,10,200,RAS
1955,Indianapolis 500,Johnny Thomson,4,3,33,200,RAS
1955,Indianapolis 500,Walt Faulkner,5,1,7,200,RAS
1955,Indianapolis 500,Bill Homeier,5,1,7,200,RAS
1955,Indianapolis 500,Andy Linden,6,0,8,200,RAS
1955,Indianapolis 500,Al Herman,7,0,16,200,RAS
1955,Indianapolis 500,Pat O'Connor,8,0,19,200,RAS
1955,Indianapolis 500,Jimmy Daywalt,9,0,17,200,RAS
1955,Indianapolis 500,Pat Flaherty,10,0,12,200,RAS
1955,Indianapolis 500,Duane Carter,11,0,18,197,RAS
1955,Indianapolis 500,Chuck Weyant,12,0,25,196,RAS
1955,Indianapolis 500,Eddie Johnson,13,0,32,196,RAS
1955,Indianapolis 500,Jim Rathmann,14,0,20,191,RAS
1955,Indianapolis 500,Don Freeland,15,0,21,178,Transmission
1955,Indianapolis 500,Cal Niday,16,0,9,170,Accident
1955,Indianapolis 500,Art Cross,17,0,24,168,Engine
1955,Indianapolis 500,Shorty Templeman,18,0,31,142,Transmission
1955,Indianapolis 500,Sam Hanks,19,0,6,134,Transmission
1955,Indianapolis 500,Keith Andrews,20,0,28,120,Fuel pump
1955,Indianapolis 500,Johnnie Parsons,21,0,27,119,Magneto
1955,Indianapolis 500,Eddie Russo,22,0,13,112,Ignition
1955,Indianapolis 500,Ray Crawford,23,0,23,111,Engine
1955,Indianapolis 500,Jimmy Bryan,24,0,11,90,Fuel pump
1955,Indianapolis 500,Bill Vukovich,25,1,5,56,Accident
1955,Indianapolis 500,Jack McGrath,26,0,3,54,Magneto
1955,Indianapolis 500,Al Keller,27,0,22,54,Accident
1955,Indianapolis 500,Rodger Ward,28,0,30,53,Accident
1955,Indianapolis 500,Johnny Boyd,29,0,26,53,Accident
1955,Indianapolis 500,Ed Elisian,30,0,29,53,DNF
1955,Indianapolis 500,Jerry Hoyt,31,0,1,40,Oil leak
1955,Indianapolis 500,Fred Agabashian,32,0,4,39,Spun off
1955,Indianapolis 500,Jimmy Reece,33,0,15,10,Engine
1955,Belgian Grand Prix,Juan Fangio,1,9,2,36,RAS
1955,Belgian Grand Prix,Stirling Moss,2,6,3,36,RAS
1955,Belgian Grand Prix,Nino Farina,3,4,4,36,RAS
1955,Belgian Grand Prix,Paul Frère,4,3,8,36,RAS
1955,Belgian Grand Prix,Roberto Mieres,5,1,13,35,RAS
1955,Belgian Grand Prix,Jean Behra,5,1,13,35,RAS
1955,Belgian Grand Prix,Maurice Trintignant,6,0,10,35,RAS
1955,Belgian Grand Prix,Luigi Musso,7,0,7,34,RAS
1955,Belgian Grand Prix,Cesare Perdisa,8,0,11,33,RAS
1955,Belgian Grand Prix,Louis Rosier,9,0,12,33,RAS
1955,Belgian Grand Prix,Karl Kling,10,0,6,21,Oil leak
1955,Belgian Grand Prix,Eugenio Castellotti,11,0,1,16,Gearbox
1955,Belgian Grand Prix,Mike Hawthorn,12,0,9,8,Gearbox
1955,Belgian Grand Prix,Jean Behra,13,0,5,3,Spun off
1955,Belgian Grand Prix,Johnny Claes,14,0,0,0,Withdrew
