sSeason,gpID,driverID,sPos,sPoints,sGrid,sLaps,sInc
1953,Argentine Grand Prix,Alberto Ascari,1,9,1,97,RAS
1953,Argentine Grand Prix,Luigi Villoresi,2,6,3,96,RAS
1953,Argentine Grand Prix,José Froilán González,3,4,5,96,RAS
1953,Argentine Grand Prix,Mike Hawthorn,4,3,6,96,RAS
1953,Argentine Grand Prix,Oscar Gálvez,5,2,9,96,RAS
1953,Argentine Grand Prix,Jean Behra,6,0,11,94,RAS
1953,Argentine Grand Prix,Harry Schell,7,0,7,91,RAS
1953,Argentine Grand Prix,Maurice Trintignant,7,0,7,91,RAS
1953,Argentine Grand Prix,John Barber,8,0,16,90,RAS
1953,Argentine Grand Prix,Alan Brown,9,0,12,87,RAS
1953,Argentine Grand Prix,Robert Manzon,10,0,8,67,Wheel
1953,Argentine Grand Prix,Juan Fangio,11,0,2,36,Transmission
1953,Argentine Grand Prix,Felice Bonetto,12,0,15,32,Transmission
1953,Argentine Grand Prix,Nino Farina,13,0,4,31,Accident
1953,Argentine Grand Prix,Carlos Menditeguy,14,0,10,24,Gearbox
1953,Argentine Grand Prix,Pablo Birger,15,0,14,21,Differential
1953,Argentine Grand Prix,Adolfo Cruz,16,0,13,20,Wheel
1953,Indianapolis 500,Bill Vukovich,1,9,1,200,RAS
1953,Indianapolis 500,Art Cross,2,6,12,200,RAS
1953,Indianapolis 500,Duane Carter,3,2,9,200,RAS
1953,Indianapolis 500,Sam Hanks,3,2,9,200,RAS
1953,Indianapolis 500,Fred Agabashian,4,1.5,2,200,RAS
1953,Indianapolis 500,Paul Russo,4,1.5,2,200,RAS
1953,Indianapolis 500,Jack McGrath,5,2,3,200,RAS
1953,Indianapolis 500,Jimmy Daywalt,6,0,21,200,RAS
1953,Indianapolis 500,Jim Rathmann,7,0,25,200,RAS
1953,Indianapolis 500,Eddie Johnson,7,0,25,200,RAS
1953,Indianapolis 500,Ernie McCoy,8,0,20,200,RAS
1953,Indianapolis 500,Tony Bettenhausen,9,0,6,196,Accident
1953,Indianapolis 500,Chuck Stevenson,9,0,6,196,Accident
1953,Indianapolis 500,Gene Hartley,9,0,6,196,Accident
1953,Indianapolis 500,Jimmy Davies,10,0,32,193,RAS
1953,Indianapolis 500,Duke Nalon,11,0,26,191,Accident
1953,Indianapolis 500,Bob Scott,12,0,19,190,RAS
1953,Indianapolis 500,Carl Scarborough,12,0,19,190,RAS
