sSeason,gpID,driverID,sPos,sPoints,sGrid,sLaps,sInc
2007,Australian Grand Prix,Kimi Räikkönen,1,10,1,58,RAS
2007,Australian Grand Prix,Fernando Alonso,2,8,2,58,RAS
2007,Australian Grand Prix,Lewis Hamilton,3,6,4,58,RAS
2007,Australian Grand Prix,Nick Heidfeld,4,5,3,58,RAS
2007,Australian Grand Prix,Giancarlo Fisichella,5,4,6,58,RAS
2007,Australian Grand Prix,Felipe Massa,6,3,22,58,RAS
2007,Australian Grand Prix,Nico Rosberg,7,2,12,57,RAS
2007,Australian Grand Prix,Ralf Schumacher,8,1,9,57,RAS
2007,Australian Grand Prix,Jarno Trulli,9,0,8,57,RAS
2007,Australian Grand Prix,Heikki Kovalainen,10,0,13,57,RAS
2007,Australian Grand Prix,Rubens Barrichello,11,0,16,57,RAS
2007,Australian Grand Prix,Takuma Sato,12,0,10,57,RAS
2007,Australian Grand Prix,Mark Webber,13,0,7,57,RAS
2007,Australian Grand Prix,Vitantonio Liuzzi,14,0,19,57,RAS
2007,Australian Grand Prix,Jenson Button,15,0,14,57,RAS
2007,Australian Grand Prix,Anthony Davidson,16,0,11,56,RAS
2007,Australian Grand Prix,Adrian Sutil,17,0,20,56,RAS
2007,Australian Grand Prix,Alexander Wurz,18,0,15,48,Collision
2007,Australian Grand Prix,David Coulthard,19,0,18,48,Collision
2007,Australian Grand Prix,Robert Kubica,20,0,5,36,Gearbox
2007,Australian Grand Prix,Scott Speed,21,0,17,28,Puncture
2007,Australian Grand Prix,Christijan Albers,22,0,21,10,Accident
2007,Malaysian Grand Prix,Fernando Alonso,1,10,2,56,RAS
2007,Malaysian Grand Prix,Lewis Hamilton,2,8,4,56,RAS
2007,Malaysian Grand Prix,Kimi Räikkönen,3,6,3,56,RAS
2007,Malaysian Grand Prix,Nick Heidfeld,4,5,5,56,RAS
2007,Malaysian Grand Prix,Felipe Massa,5,4,1,56,RAS
2007,Malaysian Grand Prix,Giancarlo Fisichella,6,3,12,56,RAS
2007,Malaysian Grand Prix,Jarno Trulli,7,2,8,56,RAS
2007,Malaysian Grand Prix,Heikki Kovalainen,8,1,11,56,RAS
2007,Malaysian Grand Prix,Alexander Wurz,9,0,19,56,RAS
2007,Malaysian Grand Prix,Mark Webber,10,0,10,56,RAS
2007,Malaysian Grand Prix,Rubens Barrichello,11,0,22,55,RAS
2007,Malaysian Grand Prix,Jenson Button,12,0,15,55,RAS
2007,Malaysian Grand Prix,Takuma Sato,13,0,14,55,RAS
2007,Malaysian Grand Prix,Scott Speed,14,0,17,55,RAS
2007,Malaysian Grand Prix,Ralf Schumacher,15,0,9,55,RAS
2007,Malaysian Grand Prix,Anthony Davidson,16,0,18,55,RAS
2007,Malaysian Grand Prix,Vitantonio Liuzzi,17,0,16,55,RAS
2007,Malaysian Grand Prix,Robert Kubica,18,0,7,55,RAS
2007,Malaysian Grand Prix,Nico Rosberg,19,0,6,42,Hydraulics
2007,Malaysian Grand Prix,David Coulthard,20,0,13,36,Brakes
2007,Malaysian Grand Prix,Christijan Albers,21,0,20,7,Engine
2007,Malaysian Grand Prix,Adrian Sutil,22,0,21,0,Collision
2007,Bahrain Grand Prix,Felipe Massa,1,10,1,57,RAS
2007,Bahrain Grand Prix,Lewis Hamilton,2,8,2,57,RAS
2007,Bahrain Grand Prix,Kimi Räikkönen,3,6,3,57,RAS
2007,Bahrain Grand Prix,Nick Heidfeld,4,5,5,57,RAS
2007,Bahrain Grand Prix,Fernando Alonso,5,4,4,57,RAS
2007,Bahrain Grand Prix,Robert Kubica,6,3,6,57,RAS
2007,Bahrain Grand Prix,Jarno Trulli,7,2,9,57,RAS
2007,Bahrain Grand Prix,Giancarlo Fisichella,8,1,7,57,RAS
2007,Bahrain Grand Prix,Heikki Kovalainen,9,0,12,57,RAS
2007,Bahrain Grand Prix,Nico Rosberg,10,0,10,57,RAS
2007,Bahrain Grand Prix,Alexander Wurz,11,0,11,56,RAS
2007,Bahrain Grand Prix,Ralf Schumacher,12,0,14,56,RAS
2007,Bahrain Grand Prix,Rubens Barrichello,13,0,15,56,RAS
2007,Bahrain Grand Prix,Christijan Albers,14,0,22,55,RAS
2007,Bahrain Grand Prix,Adrian Sutil,15,0,20,53,RAS
2007,Bahrain Grand Prix,Anthony Davidson,16,0,13,51,Engine
2007,Bahrain Grand Prix,Mark Webber,17,0,8,41,Gearbox
2007,Bahrain Grand Prix,David Coulthard,18,0,21,36,Driveshaft
2007,Bahrain Grand Prix,Takuma Sato,19,0,17,34,Engine
2007,Bahrain Grand Prix,Vitantonio Liuzzi,20,0,18,26,Hydraulics
2007,Bahrain Grand Prix,Jenson Button,21,0,16,0,Collision
2007,Bahrain Grand Prix,Scott Speed,22,0,19,0,Collision
2007,Spanish Grand Prix,Felipe Massa,1,10,1,65,RAS
2007,Spanish Grand Prix,Lewis Hamilton,2,8,4,65,RAS
2007,Spanish Grand Prix,Fernando Alonso,3,6,2,65,RAS
2007,Spanish Grand Prix,Robert Kubica,4,5,5,65,RAS
2007,Spanish Grand Prix,David Coulthard,5,4,9,65,RAS
2007,Spanish Grand Prix,Nico Rosberg,6,3,11,65,RAS
2007,Spanish Grand Prix,Heikki Kovalainen,7,2,8,65,RAS
2007,Spanish Grand Prix,Takuma Sato,8,1,13,64,RAS
2007,Spanish Grand Prix,Giancarlo Fisichella,9,0,10,64,RAS
2007,Spanish Grand Prix,Rubens Barrichello,10,0,12,64,RAS
2007,Spanish Grand Prix,Anthony Davidson,11,0,15,64,RAS
2007,Spanish Grand Prix,Jenson Button,12,0,14,64,RAS
2007,Spanish Grand Prix,Adrian Sutil,13,0,20,63,RAS
2007,Spanish Grand Prix,Christijan Albers,14,0,21,63,RAS
2007,Spanish Grand Prix,Nick Heidfeld,15,0,7,46,Gearbox
2007,Spanish Grand Prix,Ralf Schumacher,16,0,17,44,Suspension
